コマンド名,ID,a_kp,a_ki,a_kd,targetAbsAngle
AbsoluteRotation,-163,0.001,0.001,0.001,-163
AbsoluteRotation,-164,0.001,0.001,0.001,-164
AbsoluteRotation,-165,0.001,0.001,0.001,-165
AbsoluteRotation,-166,0.001,0.001,0.001,-166
AbsoluteRotation,-167,0.001,0.001,0.001,-167
AbsoluteRotation,-168,0.001,0.001,0.001,-168
AbsoluteRotation,-169,0.001,0.001,0.001,-169
AbsoluteRotation,-170,0.001,0.001,0.001,-170
AbsoluteRotation,-171,0.001,0.001,0.001,-171
AbsoluteRotation,-172,0.001,0.001,0.001,-172
AbsoluteRotation,-173,0.001,0.001,0.001,-173
AbsoluteRotation,-174,0.001,0.001,0.001,-174
AbsoluteRotation,-175,0.001,0.001,0.001,-175
AbsoluteRotation,-176,0.001,0.001,0.001,-176
AbsoluteRotation,-177,0.001,0.001,0.001,-177
AbsoluteRotation,-178,0.001,0.001,0.001,-178
AbsoluteRotation,-179,0.001,0.001,0.001,-179
AbsoluteRotation,-180,0.001,0.001,0.001,-180
AbsoluteRotation,-181,0.001,0.001,0.001,-181
AbsoluteRotation,-182,0.001,0.001,0.001,-182
AbsoluteRotation,-183,0.001,0.001,0.001,-183
AbsoluteRotation,-184,0.001,0.001,0.001,-184
AbsoluteRotation,-185,0.001,0.001,0.001,-185
AbsoluteRotation,-186,0.001,0.001,0.001,-186
AbsoluteRotation,-187,0.001,0.001,0.001,-187
AbsoluteRotation,-188,0.001,0.001,0.001,-188
AbsoluteRotation,-189,0.001,0.001,0.001,-189
AbsoluteRotation,-190,0.001,0.001,0.001,-190
AbsoluteRotation,-191,0.001,0.001,0.001,-191
AbsoluteRotation,-192,0.001,0.001,0.001,-192
AbsoluteRotation,-193,0.001,0.001,0.001,-193
AbsoluteRotation,-194,0.001,0.001,0.001,-194
AbsoluteRotation,-195,0.001,0.001,0.001,-195
AbsoluteRotation,-196,0.001,0.001,0.001,-196
AbsoluteRotation,-197,0.001,0.001,0.001,-197
AbsoluteRotation,-198,0.001,0.001,0.001,-198
AbsoluteRotation,-199,0.001,0.001,0.001,-199
AbsoluteRotation,-200,0.001,0.001,0.001,-200
AbsoluteRotation,-201,0.001,0.001,0.001,-201
AbsoluteRotation,-202,0.001,0.001,0.001,-202
AbsoluteRotation,-203,0.001,0.001,0.001,-203
AbsoluteRotation,-204,0.001,0.001,0.001,-204
AbsoluteRotation,-205,0.001,0.001,0.001,-205
AbsoluteRotation,-206,0.001,0.001,0.001,-206
AbsoluteRotation,-207,0.001,0.001,0.001,-207
AbsoluteRotation,-208,0.001,0.001,0.001,-208
AbsoluteRotation,-209,0.001,0.001,0.001,-209
AbsoluteRotation,-210,0.001,0.001,0.001,-210
AbsoluteRotation,-211,0.001,0.001,0.001,-211
AbsoluteRotation,-212,0.001,0.001,0.001,-212
AbsoluteRotation,-213,0.001,0.001,0.001,-213
AbsoluteRotation,-214,0.001,0.001,0.001,-214
AbsoluteRotation,-215,0.001,0.001,0.001,-215
AbsoluteRotation,-216,0.001,0.001,0.001,-216
AbsoluteRotation,-217,0.001,0.001,0.001,-217
AbsoluteRotation,-218,0.001,0.001,0.001,-218
AbsoluteRotation,-219,0.001,0.001,0.001,-219
AbsoluteRotation,-220,0.001,0.001,0.001,-220
AbsoluteRotation,-221,0.001,0.001,0.001,-221
AbsoluteRotation,-222,0.001,0.001,0.001,-222
AbsoluteRotation,-223,0.001,0.001,0.001,-223
AbsoluteRotation,-224,0.001,0.001,0.001,-224
AbsoluteRotation,-225,0.001,0.001,0.001,-225
AbsoluteRotation,-226,0.001,0.001,0.001,-226
AbsoluteRotation,-227,0.001,0.001,0.001,-227
AbsoluteRotation,-228,0.001,0.001,0.001,-228
AbsoluteRotation,-229,0.001,0.001,0.001,-229
AbsoluteRotation,-230,0.001,0.001,0.001,-230
AbsoluteRotation,-231,0.001,0.001,0.001,-231
AbsoluteRotation,-232,0.001,0.001,0.001,-232
AbsoluteRotation,-233,0.001,0.001,0.001,-233
AbsoluteRotation,-234,0.001,0.001,0.001,-234
AbsoluteRotation,-235,0.001,0.001,0.001,-235
AbsoluteRotation,-236,0.001,0.001,0.001,-236
AbsoluteRotation,-237,0.001,0.001,0.001,-237
AbsoluteRotation,-238,0.001,0.001,0.001,-238
AbsoluteRotation,-239,0.001,0.001,0.001,-239
AbsoluteRotation,-240,0.001,0.001,0.001,-240
AbsoluteRotation,-241,0.001,0.001,0.001,-241
AbsoluteRotation,-242,0.001,0.001,0.001,-242
AbsoluteRotation,-243,0.001,0.001,0.001,-243
AbsoluteRotation,-244,0.001,0.001,0.001,-244
AbsoluteRotation,-245,0.001,0.001,0.001,-245
AbsoluteRotation,-246,0.001,0.001,0.001,-246
AbsoluteRotation,-247,0.001,0.001,0.001,-247
AbsoluteRotation,-248,0.001,0.001,0.001,-248
AbsoluteRotation,-249,0.001,0.001,0.001,-249
AbsoluteRotation,-250,0.001,0.001,0.001,-250
AbsoluteRotation,-251,0.001,0.001,0.001,-251
AbsoluteRotation,-252,0.001,0.001,0.001,-252
AbsoluteRotation,-253,0.001,0.001,0.001,-253
AbsoluteRotation,-254,0.001,0.001,0.001,-254
AbsoluteRotation,-255,0.001,0.001,0.001,-255
AbsoluteRotation,-256,0.001,0.001,0.001,-256
AbsoluteRotation,-257,0.001,0.001,0.001,-257
AbsoluteRotation,-258,0.001,0.001,0.001,-258
AbsoluteRotation,-259,0.001,0.001,0.001,-259
AbsoluteRotation,-260,0.001,0.001,0.001,-260
AbsoluteRotation,-261,0.001,0.001,0.001,-261
AbsoluteRotation,-262,0.001,0.001,0.001,-262
AbsoluteRotation,-263,0.001,0.001,0.001,-263
AbsoluteRotation,-264,0.001,0.001,0.001,-264
AbsoluteRotation,-265,0.001,0.001,0.001,-265
AbsoluteRotation,-266,0.001,0.001,0.001,-266
AbsoluteRotation,-267,0.001,0.001,0.001,-267
AbsoluteRotation,-268,0.001,0.001,0.001,-268
AbsoluteRotation,-269,0.001,0.001,0.001,-269
AbsoluteRotation,-270,0.001,0.001,0.001,-270
AbsoluteRotation,-271,0.001,0.001,0.001,-271
AbsoluteRotation,-272,0.001,0.001,0.001,-272
AbsoluteRotation,-273,0.001,0.001,0.001,-273
AbsoluteRotation,-274,0.001,0.001,0.001,-274
AbsoluteRotation,-275,0.001,0.001,0.001,-275
AbsoluteRotation,-276,0.001,0.001,0.001,-276
AbsoluteRotation,-277,0.001,0.001,0.001,-277
AbsoluteRotation,-278,0.001,0.001,0.001,-278
AbsoluteRotation,-279,0.001,0.001,0.001,-279
AbsoluteRotation,-280,0.001,0.001,0.001,-280
AbsoluteRotation,-281,0.001,0.001,0.001,-281
AbsoluteRotation,-282,0.001,0.001,0.001,-282
AbsoluteRotation,-283,0.001,0.001,0.001,-283
AbsoluteRotation,-284,0.001,0.001,0.001,-284
AbsoluteRotation,-285,0.001,0.001,0.001,-285
AbsoluteRotation,-286,0.001,0.001,0.001,-286
AbsoluteRotation,-287,0.001,0.001,0.001,-287
AbsoluteRotation,-288,0.001,0.001,0.001,-288
AbsoluteRotation,-289,0.001,0.001,0.001,-289
AbsoluteRotation,-290,0.001,0.001,0.001,-290
AbsoluteRotation,-291,0.001,0.001,0.001,-291
AbsoluteRotation,-292,0.001,0.001,0.001,-292
AbsoluteRotation,-293,0.001,0.001,0.001,-293
AbsoluteRotation,-294,0.001,0.001,0.001,-294
AbsoluteRotation,-295,0.001,0.001,0.001,-295
AbsoluteRotation,-296,0.001,0.001,0.001,-296
AbsoluteRotation,-297,0.001,0.001,0.001,-297
AbsoluteRotation,-298,0.001,0.001,0.001,-298
AbsoluteRotation,-299,0.001,0.001,0.001,-299
AbsoluteRotation,-300,0.001,0.001,0.001,-300
AbsoluteRotation,-301,0.001,0.001,0.001,-301
AbsoluteRotation,-302,0.001,0.001,0.001,-302
AbsoluteRotation,-303,0.001,0.001,0.001,-303
AbsoluteRotation,-304,0.001,0.001,0.001,-304
AbsoluteRotation,-305,0.001,0.001,0.001,-305
AbsoluteRotation,-306,0.001,0.001,0.001,-306
AbsoluteRotation,-307,0.001,0.001,0.001,-307
AbsoluteRotation,-308,0.001,0.001,0.001,-308
AbsoluteRotation,-309,0.001,0.001,0.001,-309
AbsoluteRotation,-310,0.001,0.001,0.001,-310
AbsoluteRotation,-311,0.001,0.001,0.001,-311
AbsoluteRotation,-312,0.001,0.001,0.001,-312
AbsoluteRotation,-313,0.001,0.001,0.001,-313
AbsoluteRotation,-314,0.001,0.001,0.001,-314
AbsoluteRotation,-315,0.001,0.001,0.001,-315
AbsoluteRotation,-316,0.001,0.001,0.001,-316
AbsoluteRotation,-317,0.001,0.001,0.001,-317
AbsoluteRotation,-318,0.001,0.001,0.001,-318
AbsoluteRotation,-319,0.001,0.001,0.001,-319
AbsoluteRotation,-320,0.001,0.001,0.001,-320
AbsoluteRotation,-321,0.001,0.001,0.001,-321
AbsoluteRotation,-322,0.001,0.001,0.001,-322
AbsoluteRotation,-323,0.001,0.001,0.001,-323
AbsoluteRotation,-324,0.001,0.001,0.001,-324
AbsoluteRotation,-325,0.001,0.001,0.001,-325
AbsoluteRotation,-326,0.001,0.001,0.001,-326
AbsoluteRotation,-327,0.001,0.001,0.001,-327
AbsoluteRotation,-328,0.001,0.001,0.001,-328
AbsoluteRotation,-329,0.001,0.001,0.001,-329
AbsoluteRotation,-330,0.001,0.001,0.001,-330
AbsoluteRotation,-331,0.001,0.001,0.001,-331
AbsoluteRotation,-332,0.001,0.001,0.001,-332
AbsoluteRotation,-333,0.001,0.001,0.001,-333
AbsoluteRotation,-334,0.001,0.001,0.001,-334
AbsoluteRotation,-335,0.001,0.001,0.001,-335
AbsoluteRotation,-336,0.001,0.001,0.001,-336
AbsoluteRotation,-337,0.001,0.001,0.001,-337
AbsoluteRotation,-338,0.001,0.001,0.001,-338
AbsoluteRotation,-339,0.001,0.001,0.001,-339
AbsoluteRotation,-340,0.001,0.001,0.001,-340
AbsoluteRotation,-341,0.001,0.001,0.001,-341
AbsoluteRotation,-342,0.001,0.001,0.001,-342
AbsoluteRotation,-343,0.001,0.001,0.001,-343
AbsoluteRotation,-344,0.001,0.001,0.001,-344
AbsoluteRotation,-345,0.001,0.001,0.001,-345
AbsoluteRotation,-346,0.001,0.001,0.001,-346
AbsoluteRotation,-347,0.001,0.001,0.001,-347
AbsoluteRotation,-348,0.001,0.001,0.001,-348
AbsoluteRotation,-349,0.001,0.001,0.001,-349
AbsoluteRotation,-350,0.001,0.001,0.001,-350
AbsoluteRotation,-351,0.001,0.001,0.001,-351
AbsoluteRotation,-352,0.001,0.001,0.001,-352
AbsoluteRotation,-353,0.001,0.001,0.001,-353
AbsoluteRotation,-354,0.001,0.001,0.001,-354
AbsoluteRotation,-355,0.001,0.001,0.001,-355
AbsoluteRotation,-356,0.001,0.001,0.001,-356
AbsoluteRotation,-357,0.001,0.001,0.001,-357
AbsoluteRotation,-358,0.001,0.001,0.001,-358
AbsoluteRotation,-359,0.001,0.001,0.001,-359
AbsoluteRotation,-360,0.001,0.001,0.001,-360
